Título,Comentario,Puntaje
Quien mucho abarca poco aprieta,"Lo peor... mucha promoción pero cero servicio al cliente! He contratado los servicios de airbnb tanto como viajero como propietario... y solo defienden sus propios intereses. Mucha comisión.. a cambio de nada. Machacan a los propietarios y llenan su web con mucha información irrelevante y al viajero los arboles ya no le dejan ver el bosque. Ha dejado de ser un portal de alquiler de alojamientos, para convertirse en un tuti-fruti indefinido. Ya no se sabe si se valora en airbnb al propietario, la propiedad, la ruta en caballo o cualquier otro servicio asociado con la propiedad alquilada...",Valorada con 1 estrellas sobre 5
"TERRIBLE, FATAL, CERO SERVICIO AL CLIENTE","TERRIBLE, FATAL.... LLEVO TRES DIAS TRATANDO DE QUE ME SOLUCIONEN UN PROBLEMA DE CANCELACION POR LO DEL CORONA VIRUS Y NO CONTESTAN!!!! ANTE QUIEN SE PUEDE QUEJAR UNO POR DIOSSSSS  A ESTA GENTE SOLO LE INTERESA LA PLATA , NO SE COMO TIENEN TODAVIA CLIENTES.  LO UNICO QUE SE ES QUE ES LA  PRIMERA Y LA ULTIMA VEZ QUE UTILIZO ESTE SERVICIO::::: GAS!!!!!!",Valorada con 1 estrellas sobre 5
LE PUSE UN ESTRELLA SOLO PARA PODER…,"LE PUSE UN ESTRELLA SOLO PARA PODER OPINAR DE AIRBNB.NO LES RECOMIENDO ESTA EMPRESA PARA NADA , ES IMPERSONAL  , NO TE CONTESTAN LO QUE PREGUNTAS , NO TE DAN INFORMACIÓN PRECISA , ESTANDO EN CHILE TE DAN HORA EN UTC PARA CONTRATAR Y NO USAN EL HORARIO CHILENO , TE DAN PRECIO EN EUROS ESTANDO EN CHILE Y POR ÚLTIMO TE CANCELAN LA RESERVA O TE DEJAN FUERA POR PREGUNTARLES MUCHOS DETALLES , EVADEN LAS RESPUESTAS.   ES UNA PÉSIMA EMPRESA SIN EMPATÍA Y ROBOTIZADA.   NO USEN AIRBNB ES MI CONSEJO.",Valorada con 1 estrellas sobre 5
Fin de semana en Teruel en casa de…,"Fin de semana en Teruel en casa de Anabel.Un encanto de anfitriona que nos hizo sentir como si estuviésemos en nuestra casa.Muchas gracias a Anabel y Miguel por su hospitalidad, seguro que repetimos.",Valorada con 5 estrellas sobre 5
Airbnb no ayuda al cliente,Le pongo una estrella por poner algo .He tenido un problema con un anfitrión y Airbnb le ha protegido a la anfitriona en vez mediar e interceder.Se agarran a su política de cancelación cuando ella se ha quedado con mi dinero y yo me he quedado sin alquiler .He perdido 350€ y a ellos les da exactamente igualDesde luego no volveré a usar su plataformaMe he sentido estafada  y ellos no han hecho absolutamente nadaEs un servicio pésimo el que dan,Valorada con 1 estrellas sobre 5
Horrible experiencia con airbnb,"He tenido una experiencia horrible con airbnb.Reservamos un apartamento en paris para cuatro personas ,y cuando llegamos empezó nuestra pesadilla,estaba en un edificio viejo en reformas la puerta del baño sin marco le habían puesto tarima pero no lo habían terminado ,sin rodapie ,con pegotesde yeso en las puertas ,en las ventanas .En el suelo del baño bayetas sucias,lleno de pelo el suelo,la cortina mal puesta dos plantas naturales secas .sin sábanas para el sofá cama etccc.En definitiva pasamos mucho asco y miedo .Cuando vuelvo hablo con airbnb y me dicen q como el anfitrión no les contesta cierran el caso.Lo cual quiere decir q ese señor seguirá alquilando ese apartamento y airbnb no se responsabiliza de nada.Me parece surrealista,Si no contesta no es una falta de responsabilidad?????Yo dolo quiero q se sepa como funciona airbnb y nadie más pase por lo q pasamos nosotros en otro país sin dominar el idioma ,porque si me hubiera pasado aquí hubiera llamado a la policía.Os agradezco la posibilidad de publicar mi experiencia y si puedo evitar q otra persona caiga en sus redes .",Valorada con 1 estrellas sobre 5
Es una cloaca mal llamada empresa van…,"Es una cloaca mal llamada empresa van estafado alos ciudadanos,sin pena ni gloria,la  boy a denunciar mañana.",Valorada con 1 estrellas sobre 5
"No SE ninguna plataforma mejor, Ni para Viajeros Ni para Propietarios","No entiendo tantas Quejas.Mi experiencia fue GENIALLo uso desde 2015. Y tenia de todo, reservo basicamente SOLO con airbnb. Ningunos booking y exc. Ultimo año uso como anfitrión. Y antes de eso reserve mas de 15 alojamentos.Una vez me hicieron cancelar la reserva un par de hora antes de que teniamos que entrar. Es decir que acabo de entrar a ciudad y recibo que tu reserva fue cancelada. pero a escribir a soporte, me ayudaron encontrar otra vivienda similiar y diferencia de precios han cubierto Airbnb.Y por otro lado a propietario de un apartamento, le arreglaron suelo, cual por culpa de turistas se mojo y levanto. Todo por coste de Airbnb.Y tambien use antes otras plataformas, y tenia problemas con hoteles y etc.Para mi Airbnb es mejor plataforma. No uso ninguna otra ni para viajar, ni para publicar mi alojamiento! Y soy una persona de verdad podeis entrar a mi Facebook etc. Que no es comentario pagado es de corazon, de tantos años con esta plataforma. Realmente me ayudo a viajar, muchas veces no he tomado decicion de viajar sin poder alojar tan comodo",Valorada con 5 estrellas sobre 5
No volvere a reservar a traves de…,"No volvere a reservar a traves de vuestra plataforma ya que no dais ninguna garantía al cliente ( solo para el propietario del alojamiento ), tuvimos un problema con el propietario 24 horas antes de nuestra llegada ya que lo llamamos para hacerle una consulta indicandole que al final ibamos a ser 4 personas y que porque quería cobrar un suplemento de 46 euros si en el anunciaba apartamento completo (4 personas) y en ningún rincón de su publicación  ponía que se cobraría más si eramos 4 personas ( supongo que de esto nos hubiéramos dado cuenta tan solo a la hora de seleccionar los huéspedes ya que como digo no pone nada en el anuncio ), la reacción del propietario fue bastante agresiva incluso nos gritó y habló de muy malos modos ( danielito se hace llamar y es de granada ) acabo diciéndonos que no nos quería en su casa y colgando el teléfono y todo esto por indicarle que nosotros mismos tenemos 4 apartamentos en Málaga que alquilamos completos y que el precio que se anuncia es el del apartamento indiferentemente si vienen 2 o 3 personas ( el anuncio dice apartamento COMPLETO 4 PERSONAS ). Despues de que el maleducado  y nada recomendable Danielito nos cancele la reserva Airbnb lo único que hace es devolver el dinero pero no se preocupa de que tu te quedes tirado con reservas pagadas para cenar y otras actividades varias, el problema es que a 4 horas de nuestro viaje no hay sitios disponibles para pasar la noche o los que hay no bajan de 300 euros para 1 sola noche pero Airbnb no se hace responsable de buscarte nada por el precio que tu habías pagado o de encontrar un alojamiento aunque sea más caro y ellos hacerse cargo de la diferencia por el problema que nos han causado ( cosa que no ocurre por bookin que si responden a este tipo de problemas con total garantía preocupándose del cliente ) en resumen hemos perdido todas las fianzas de nuestras reservas y alojamiento porque Airbnb tan solo se limita a devolverte el dinero",Valorada con 1 estrellas sobre 5
PESIMA ATENCIÓN AL CLIENTE,"PESIMA ATENCIÓN AL CLIENTE. Al realizar la reserva no me pidieron los datos de facturación, tras la estancia me descargue una factura donde mis datos personales estaban incompletos (sin direccion, sin DNI,...) por lo que no puedo declarar su factura, no sirve de nada. Al parecer AIRBNB coge los datos automaticamente de tu usuario y luego se niegan a hacer una factura rectificativa segun ellos su sistema no se lo permite y te dicen que completes los datos de tu usuario para la siguiente compra ¿¿¿Siguiente compra??? no pienso volver a utilizar esta plataforma, si no pueden solucionar algo tan sencillo vete a saber como solucionarán el resto de problemas.... Ahora se niegan a rectificar la factura, COMO CONSUMIDOR TENGO DERECHO A UNA FACURA!!",Valorada con 1 estrellas sobre 5
"Me han estafado Airbnb: Bay, Miami Brickell","Me han estafado dentro de la plataforma, el anfitrión tres dias antes intentó cambiarme de alojamiento a una casa vieja y pequeña en lugar del apartamento q tenia reservado en Brickell Miami, un tal Bay, mentiroso me pidió cancelar prometiéndome la devolución y luego no la hizo, la plataforma Airbnb lo ha protegido a él. Una estafa, inseguridad y des protección. No lo recomiendo ni volveré a usarlo.",Valorada con 1 estrellas sobre 5
Hola estoy muy molesto ya que teniendo…,Hola estoy muy molesto ya que teniendo mi pago y mi reserva HMT5Q5N9A2 confirmado me cancelaron sin ninguna explicación por la cual dudo de la seriedad de Airbnb,Valorada con 1 estrellas sobre 5
NO ALQUILAR CON ESTA PLATAFORMA,"No hay ninguna manera de contactar. Todo es humo, detrás no hay nada. El único soporte son los propietarios, si tienes algún problema, despídete del dinero.NO ALQUILAR CON ESTA PLATAFORMA, roza el fraude.",Valorada con 1 estrellas sobre 5
PÉSIMO,"Le pongo 1 estrella porque no puede ponerse menos, escribimos al anfitrión para aclarar unas dudas y nos envió una oferta (que ya salía pero igualmente se agradece), más tarde no nos dejaba reservar el alojamiento y una hora después volvió a funcionar. Después de esperar a comprobar el DNI pudimos hacer la reserva, tuvimos que cambiar el número de alojados porque nos puso una persona y eramos dos (cambio que no se puede hacer sin que el anfitrión supervise) nos envía confirmación y DOS horas más tarde nos llaman para decirnos que nos cancela la reserva porque NO ESTÁ DE ACUARDO CON EL PRECIO y nos ofrecen un 25% de descuento en nuestro próximo alojamiento, además de que no devolverán el importe pagado hasta dentro de 5-15 días. Me parece una vergüenza esta claro, es una manera de perder el tiempo mejor tirar de Booking que es tres mil veces mejor. Noo volveremos a tratar con esta plataforma, un 0 de nuestra parte.",Valorada con 1 estrellas sobre 5
Mi calificación es 0,"Mi calificación es 0, hoy acaban de anularme una reserva de 2650 euros en Toledo porque no reconocen mi DNI, en 2019 tuve dos alquileres en Gran Canaria y Cadiz sin ninguna incidencia, y hoy me piden un selfie, a lo cual me he negado puesto que he aportado mi DNI , y esa es la única foto oficial que puedo reconocer, increíble, no RECOMIENDO A NADIE AIRBNB",Valorada con 1 estrellas sobre 5
Malisima atencion de airbnb en tema…,"Malisima atencion de airbnb en tema experiencias, una falta de respeto absoluto hacia sus posibles socios ya que ellos ganan plata con ls anfitriones y los generadores de experiencias, producen un rechazo por no cumplir con los standar de calidad y no son capaces de explicar en que punto esta esa diferencia para que uno pueda hacer la modificacioN, LAMENTABLE la soberbia de esta empresa, estoy esperando la competencia a ver si se bajan un poquito.Alejandro",Valorada con 1 estrellas sobre 5
Confunden y mienten a los clientes,"Confunden y mienten a los clientes, no recomendable para nada ni nadie.",Valorada con 1 estrellas sobre 5
Si tienes un problema con un…,"Si tienes un problema con un alojamiento la primera gran dificultad es conseguir que en AirBnB te atienda una persona. Tienen un teléfono pero súper escondido para que casi nadie lo use. Eso ya es una declaración de intenciones muy evidentes sobre su forma de proceder con los clientes. Una vez consigues que alguien te atienda la repuesta es mala. En mi caso pasamos mi pareja y yo una noche a 16 grados en diciembre  en casa de una anfitriona llamada Jae en Manchester porque la calefacción no funcionaba y no hubo manera de conseguir contactar con Jae ni por teléfono, ni a través de la aplicación. A la mañana siguiente solucionó el problema.  No nos fuimos a un hotel porque habíamos llegado a Manchester a las 22h y cuando vimos que no funcionaba la calefacción y que no teníamos respuesta y decidimos ir a un hotel ya eran más de las 23h y  estaban completos o tenían precios que rondaban los 300 euros noche.  Así pues pasamos la noche como buenamente pudimos. Reclamamos a Jae que nos abonase la primera noche y no quiso. Cuando tras múltiples intentos logramos que nos atendiese alguien en AirBnB nos dijeron que nos compensaban con el 50% de esa noche. Tras mucho insistir y poniéndome de verdad enfadado conseguí que me dieran un bono descuento para la siguiente reserva con AirBnB por el otro 50% pero no lo utilizaré porque ya no pienso volver a reservar con AirBnB.",Valorada con 2 estrellas sobre 5
"Apartamento en c/Ferraz 18, Madrid.","Apartamento en c/Ferraz 18, planta baja. Madrid. España.1.-Sin ventilación. Es un receptáculo interior en la planta baja. Eso no lo dicen en el anuncio.2.-Malos olores. Delante de la puerta del apartamento se almacenan los cubos de basura de todo el vecindario.3.-No hay mesa para comer con comodidad. Cuenta con una mesa minúscula4.-La escalera de acceso al altillo donde está la cama es muy peligrosa por ser estrecha y empinada lo que hace imposible subir una maleta.5.-Peligro en las tomas de corriente del aseo. No cumple la normativa de distancia de seguridad según el Regamento Electrotecnico de baja tensión REBT. Por tanto la instalación eléctrica no puede pasar una revisión positiva.6.-Mesillas de la planta inferior de muy baja calidad y se desencajan sl moverla.7.-Vecindario ruidoso por la noche.8.-Ruidos molestos de cañerías por la noche.9.-Escasez de toallas, solo una por persona para todos los días que dure la estancia.10.-Sofá incómodo.En resumen: UN DESASTRE",Valorada con 1 estrellas sobre 5
No hay respeto hacia los clientes,No hay respeto hacia los clientes. Permiten que Anfitriones modifiquen y cambien las condiciones sin ningún control y sin ninguna consecuencia. El servicio al cliente es pésimo.,Valorada con 1 estrellas sobre 5
Servicio de atencion al cliente,"En un trio simpre una de las partes no va a estar de acuerdo. Esta claro que las partes involucradas no quiere perder dinero. Uno por haberlo ahorrado durante mucho tiempo, el otro porque es un dinero ganado sin hacer nada. En Airbnb podemos meternos hasta un cierto punto. Nosotros tambien tenemos un limite que no podemos pasar porque podemos perder el trabajo que nos da de comer. Pero la gente no quiere enteder. Nadie sabe que dificile es y que ninguna empresa hace servicio de atencion al cliente. Todos contratan terceros. Y aqui somos muchos colaboradores. Me gustria que algunos de vosotros os pasarais un dia en alta temporada para ver que significa hacer aqui, dar todo y al final te digan ""no has hecho nada""",Valorada con 1 estrellas sobre 5
